,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalAbvGrdSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted
367,368,80,RL,4.624972813284271,9.121618441915379,Pave,0.0,1.0986122886681098,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,1.791759469228055,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,5.723585101952381,1.3862943611198906,1.3862943611198906,CBlock,4.0,3.0,1.6094379124341003,6.0,5.918893854273146,0.6931471805599453,0.0,6.591673732008658,1099,GasA,4,Y,SBrkr,7.266827347520591,0.0,0.0,7.266827347520591,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,3,1.9459101490553132,8,0.6931471805599453,4.0,Basment,1962.0,2.0,1,296,3.0,3.0,3,4.174387269895637,4.709530201312334,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,12,2008,WD,Normal,12.013706813470414,7.836369760545124,7.266827347520591,4.709530201312334,1.5,1,1,1,0,0,0,1
368,369,20,RL,4.3694478524670215,8.962007209588313,Pave,0.0,0.6931471805599453,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553132,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.303304908059076,1.3862943611198906,1.3862943611198906,PConc,3.0,3.0,0.6931471805599453,2.0,6.293419278846481,0.6931471805599453,0.0,6.591673732008658,1268,GasA,4,Y,SBrkr,7.1459844677143876,0.0,0.0,7.1459844677143876,0.0,0.0,1,0.0,2,0.6931471805599453,3,2.0794415416798357,8,0.6931471805599453,4.0,Attchd,1954.0,3.0,1,244,3.0,3.0,3,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,3,2010,WD,Normal,11.790564777297387,7.838737559599282,7.1459844677143876,4.59511985013459,1.0,1,1,1,0,0,0,1
369,370,20,RL,4.30406509320417,9.193295937366925,Pave,0.0,1.0986122886681098,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,2.0794415416798357,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.3862943611198906,1.6094379124341003,CBlock,3.0,3.0,0.6931471805599453,5.0,4.290459441148391,1.3862943611198906,5.556828061699537,6.598509028614515,1063,GasA,5,Y,SBrkr,7.160845906664299,0.0,0.0,7.160845906664299,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,4,2.0794415416798357,8,0.6931471805599453,4.0,Detchd,1997.0,3.0,2,576,3.0,3.0,3,5.8998973535824915,2.8903717578961645,0.0,0.0,5.209486152841421,0.0,0.0,Missing,Missing,0.0,3,2010,WD,Normal,11.995357787034976,7.762596048540069,7.160845906664299,5.298317366548036,2.0,1,1,1,0,1,0,1
370,371,60,RL,4.189654742026425,9.002331708246244,Pave,0.0,1.0986122886681098,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,1.791759469228055,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.860663671448287,953,GasA,5,Y,SBrkr,6.860663671448287,6.568077911411976,0.0,7.417580402414544,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,3,2.0794415416798357,8,0.6931471805599453,3.0,Attchd,2000.0,2.0,2,460,3.0,3.0,3,4.61512051684126,3.713572066704308,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,1,2006,WD,Normal,12.057578437658945,7.870165946469845,7.417580402414544,3.713572066704308,2.5,1,1,1,0,0,0,1
371,372,50,RL,4.394449154672439,9.748061059204817,Pave,0.0,0.6931471805599453,4,4,Inside,3,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,1.6094379124341003,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GasA,3,Y,SBrkr,7.02197642307216,6.150602768446279,0.0,7.370860166536716,0.0,0.0,2,0.0,4,0.6931471805599453,3,2.0794415416798357,6,0.6931471805599453,4.0,Detchd,1991.0,3.0,2,680,3.0,3.0,1,0.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2008,WD,Normal,11.808821212646512,7.370860166536716,7.370860166536716,4.0943445622221,2.0,0,1,1,0,0,0,1
372,373,120,RL,3.9318256327243257,8.878497403738631,Pave,0.0,0.6931471805599453,4,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,1.791759469228055,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,4.0,3.0,0.6931471805599453,5.0,6.436150368369428,1.0986122886681098,4.804021044733257,0.0,744,GasA,3,Y,SBrkr,6.6240652277998935,0.0,0.0,6.6240652277998935,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,0.0,0.0,Attchd,1984.0,1.0,1,264,3.0,3.0,3,5.869296913133774,0.0,0.0,0.0,4.51085950651685,0.0,0.0,MnPrv,Missing,0.0,2,2010,WD,Normal,11.736077016252437,7.311218384419629,6.6240652277998935,4.51085950651685,2.0,1,1,1,0,0,0,1
373,374,20,RL,4.382026634673881,9.271905727634337,Pave,0.0,0.6931471805599453,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,1.9459101490553132,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,PConc,3.0,3.0,0.6931471805599453,4.0,6.061456918928017,1.0986122886681098,5.198497031265826,0.0,608,GasA,3,Y,SBrkr,7.1853870155804165,0.0,0.0,7.1853870155804165,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,3,1.791759469228055,6,0.0,0.0,Attchd,1953.0,1.0,1,270,3.0,3.0,3,4.204692619390966,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,Missing,0.0,11,2009,WD,Normal,11.719947764402807,7.564238475170491,7.1853870155804165,0.0,2.0,1,1,0,0,0,0,1
374,375,60,RL,4.189654742026425,9.012011377036412,Pave,0.0,0.6931471805599453,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.742880635791903,847,GasA,5,Y,SBrkr,6.742880635791903,6.9865664594064265,0.0,7.564757012905729,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,4,2.1972245773362196,8,0.6931471805599453,4.0,BuiltIn,2003.0,3.0,2,434,3.0,3.0,3,4.61512051684126,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2007,WD,Normal,12.299112067295642,7.9287663216266955,7.564757012905729,3.8918202981106265,2.5,1,1,1,0,1,1,1
375,376,30,RL,4.197201947661808,9.212438170058329,Pave,0.0,1.0986122886681098,1,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,1,0.6931471805599453,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.0986122886681098,1.0986122886681098,BrkTil,2.0,1.0,1.6094379124341003,4.0,5.860786223465865,0.6931471805599453,0.0,5.811140992976701,683,GasA,4,N,FuseA,6.807934943699926,0.0,0.0,6.807934943699926,0.6931471805599453,0.0,0,0.6931471805599453,1,0.6931471805599453,2,1.6094379124341003,4,0.0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,3,2009,WD,Normal,11.0186455364637,7.370230641807081,6.807934943699926,0.0,1.5,1,0,0,0,1,0,1
376,377,85,RL,4.060443010546419,9.087833697483386,Pave,0.0,1.0986122886681098,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,SFoyer,5,1.791759469228055,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,1.3862943611198906,6.0,5.700443573390687,0.6931471805599453,0.0,6.35088571671474,870,GasA,5,Y,SBrkr,6.818924065275521,0.0,0.0,6.818924065275521,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Detchd,1998.0,1.0,2,576,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2006,WD,Normal,11.904974309480183,7.487173694213739,6.818924065275521,0.0,1.0,1,1,0,0,0,0,1
377,378,60,FV,4.634728988229636,9.318656515459642,Pave,0.0,1.0986122886681098,4,4,Corner,3,Somerst,Norm,Norm,1Fam,2Story,8,1.791759469228055,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,7.365812837209472,1580,GasA,5,Y,SBrkr,7.365812837209472,6.787844982309579,0.0,7.810758116529357,0.0,0.0,3,0.0,4,0.6931471805599453,4,2.1972245773362196,8,0.6931471805599453,4.0,Attchd,2004.0,2.0,2,610,3.0,3.0,3,5.075173815233827,5.3706380281276624,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,12,2007,WD,Normal,12.73670383776449,8.305731144875866,7.810758116529357,5.3706380281276624,3.0,1,1,1,0,1,1,1
378,379,20,RL,4.48863636973214,9.340929941679784,Pave,0.0,0.6931471805599453,4,4,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,9,1.0986122886681098,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,5.860786223465865,1.6094379124341003,1.3862943611198906,PConc,5.0,3.0,1.3862943611198906,6.0,7.27655640271871,0.6931471805599453,0.0,6.021023349349527,1856,GasA,5,Y,SBrkr,7.526717561352706,0.0,0.0,7.526717561352706,0.6931471805599453,0.0,1,0.6931471805599453,1,0.6931471805599453,5,2.1972245773362196,8,0.6931471805599453,5.0,Attchd,2010.0,3.0,3,834,3.0,3.0,3,4.736198448394496,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2010,New,Partial,12.885204569609956,8.21959545417708,7.526717561352706,0.0,2.5,1,1,0,0,0,1,0
379,380,60,RL,4.110873864173311,9.002577922700276,Pave,0.0,1.0986122886681098,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,1.791759469228055,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,1.3862943611198906,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.890609120147166,982,GasA,5,Y,SBrkr,6.915723448631314,6.677083461247136,0.0,7.496097345175956,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,3,2.0794415416798357,8,0.6931471805599453,3.0,Attchd,2000.0,3.0,2,463,3.0,3.0,3,4.61512051684126,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2009,WD,Normal,12.095146671399466,7.931284761525891,7.496097345175956,4.1588830833596715,2.5,1,1,1,0,0,0,1
380,381,50,RL,3.9318256327243257,8.517393171418904,Pave,1.0986122886681098,0.6931471805599453,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,5,1.9459101490553132,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,3.0,3.0,0.6931471805599453,2.0,5.389071729816501,0.6931471805599453,0.0,6.695798917058491,1026,GasA,3,Y,SBrkr,6.934397209928558,6.501289670540389,0.0,7.433666540166168,0.0,0.0,2,0.0,3,0.6931471805599453,4,1.9459101490553132,8,0.6931471805599453,4.0,Detchd,1924.0,1.0,1,308,3.0,3.0,3,0.0,0.0,5.493061443340548,0.0,0.0,0.0,0.0,Missing,Missing,0.0,5,2010,WD,Normal,11.751950239425476,7.907651594711089,7.433666540166168,5.493061443340548,2.0,1,1,1,0,1,0,1
381,382,20,FV,4.110873864173311,8.881975184248867,Pave,1.0986122886681098,0.6931471805599453,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,1.791759469228055,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,4.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,7.165493475060845,1293,GasA,5,Y,SBrkr,7.171656822768514,0.0,0.0,7.171656822768514,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,4,1.791759469228055,8,0.6931471805599453,4.0,Attchd,2006.0,2.0,2,572,3.0,3.0,3,5.37989735354046,4.804021044733257,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,8,2006,New,Partial,12.142871895843887,7.861341795599989,7.171656822768514,4.804021044733257,3.0,1,1,1,0,0,1,0
382,383,60,RL,4.382026634673881,9.13194630454817,Pave,0.0,1.0986122886681098,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,1.3862943611198906,1.0,0.0,0.6931471805599453,0.0,6.84587987526405,939,GasA,5,Y,SBrkr,6.84587987526405,6.755768921984255,0.0,7.494430215031565,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,4,2.1972245773362196,8,0.0,0.0,Attchd,2006.0,2.0,2,639,3.0,3.0,3,4.976733742420574,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,4,2007,WD,Normal,12.271396795480596,7.914617709040679,7.494430215031565,3.9889840465642745,2.5,1,1,1,0,0,1,1
383,384,45,RH,4.110873864173311,9.105090961257085,Pave,0.0,0.6931471805599453,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,1.5Unf,6,1.3862943611198906,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,2.0,2.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.665683717782408,784,GasA,3,N,FuseA,6.665683717782408,0.0,0.0,6.665683717782408,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Detchd,1950.0,1.0,2,360,2.0,2.0,1,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,Missing,Missing,0.0,10,2009,WD,Normal,11.23850177707664,7.358193752733032,6.665683717782408,4.5217885770490405,1.0,1,1,1,0,1,0,1
384,385,60,RL,4.394449154672439,10.880082855015793,Pave,0.0,1.3862943611198906,1,4,Corner,2,ClearCr,Feedr,Norm,1Fam,2Story,6,1.791759469228055,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,1.3862943611198906,6.0,6.893656354602635,0.6931471805599453,0.0,6.39024066706535,1580,GasA,5,Y,SBrkr,6.984716320118266,6.774223886357614,0.0,7.577633832602728,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,4,2.302585092994046,8,1.0986122886681098,2.0,Attchd,1992.0,3.0,2,501,3.0,3.0,3,5.37989735354046,5.44673737166631,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2007,WD,Normal,12.388398368982115,8.170185652879642,7.577633832602728,5.44673737166631,3.5,1,1,1,0,0,0,1
385,386,120,RL,3.784189633918261,8.065579427282092,Pave,0.0,0.6931471805599453,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,1.791759469228055,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.833213344056216,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,6.0,3.2188758248682006,0.6931471805599453,0.0,7.117205503164344,1256,GasA,5,Y,SBrkr,7.146772179452637,0.0,0.0,7.146772179452637,0.0,0.0,2,0.0,2,0.6931471805599453,4,1.9459101490553132,8,0.6931471805599453,3.0,Attchd,2004.0,3.0,2,430,3.0,3.0,3,4.990432586778736,3.044522437723423,0.0,0.0,4.976733742420574,0.0,0.0,Missing,Missing,0.0,4,2010,WD,Normal,12.165255859329688,7.8343923029104365,7.146772179452637,5.10594547390058,2.0,1,1,1,0,1,1,1
386,387,50,RL,4.07753744390572,9.037295651962438,Pave,0.0,0.6931471805599453,4,4,FR2,3,Edwards,Feedr,Norm,1Fam,1.5Fin,5,1.3862943611198906,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,1.3862943611198906,1.0986122886681098,PConc,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.490723534502507,658,GasA,3,Y,SBrkr,6.490723534502507,6.267200548541362,0.0,7.077498053569231,0.0,0.0,1,0.0,5,0.6931471805599453,3,2.1972245773362196,8,0.0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0.0,5.0238805208462765,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,5,2006,WD,AdjLand,11.302216779257382,7.519149957669823,7.077498053569231,5.0238805208462765,1.0,1,0,1,0,1,0,1
387,388,80,RL,4.290459441148391,8.881975184248867,Pave,0.0,0.6931471805599453,4,4,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,1.9459101490553132,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.545177444479562,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,5.0,6.448889394146858,0.6931471805599453,0.0,6.018593214496234,1041,GasA,5,Y,SBrkr,7.026426808699636,0.0,0.0,7.026426808699636,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,3,1.9459101490553132,8,0.6931471805599453,2.0,Detchd,1977.0,1.0,1,352,3.0,3.0,3,5.6937321388027,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,Missing,0.0,10,2009,WD,Abnorml,11.736077016252437,7.681099001536359,7.026426808699636,0.0,2.0,1,1,0,0,0,0,1
388,389,20,RL,4.543294782270004,9.146654820290049,Pave,0.0,1.0986122886681098,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,7,1.791759469228055,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.836281906951478,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,7.292337176173877,1468,GasA,5,Y,SBrkr,7.299797366758161,0.0,0.0,7.299797366758161,0.0,0.0,2,0.0,3,0.6931471805599453,4,1.9459101490553132,8,0.0,0.0,Attchd,1999.0,2.0,2,577,3.0,3.0,3,4.795790545596741,3.258096538021482,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2008,WD,Normal,12.160033942617156,7.988882253309227,7.299797366758161,3.258096538021482,2.0,1,1,1,0,1,0,1
389,390,60,RL,4.574710978503383,9.431481920619719,Pave,0.0,0.6931471805599453,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,10,1.791759469228055,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.60947179518496,1.791759469228055,1.3862943611198906,PConc,5.0,3.0,1.3862943611198906,6.0,7.155396301896734,0.6931471805599453,0.0,5.998936561946683,1682,GasA,5,Y,SBrkr,7.463363045520021,6.3818160174060985,0.0,7.75491027202143,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,5,2.302585092994046,8,0.6931471805599453,5.0,BuiltIn,2008.0,3.0,3,846,3.0,3.0,3,5.2832037287379885,4.90527477843843,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,8,2008,New,Partial,12.962196972666593,8.297792626380861,7.75491027202143,4.90527477843843,3.5,1,1,1,0,1,1,0
390,391,50,RL,3.9318256327243257,9.036701015565063,Pave,0.6931471805599453,0.6931471805599453,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,2.1972245773362196,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,3.0,4.0,0.6931471805599453,3.0,5.488937726156687,1.6094379124341003,5.971261839790462,5.438079308923196,861,GasA,5,Y,SBrkr,6.8690144506657065,6.008813185442595,0.0,7.221105098182496,0.6931471805599453,0.0,1,0.0,4,0.6931471805599453,3,2.0794415416798357,8,0.0,0.0,Detchd,1978.0,1.0,1,384,3.0,3.0,3,0.0,4.875197323201151,4.727387818712341,0.0,0.0,0.0,0.0,MnPrv,Missing,0.0,4,2008,WD,Normal,11.686887175419702,7.709308333385869,7.221105098182496,5.493061443340548,2.0,1,1,1,0,1,0,1
391,392,60,RL,4.276666119016055,9.41001056710475,Pave,0.0,1.0986122886681098,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,2Story,6,1.791759469228055,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,PConc,5.0,3.0,0.6931471805599453,5.0,6.53813982376767,0.6931471805599453,0.0,4.74493212836325,804,GasA,5,Y,SBrkr,6.690842277418564,7.05444965813294,0.0,7.581719640125308,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,4,2.0794415416798357,8,0.6931471805599453,3.0,BuiltIn,2001.0,3.0,2,560,3.0,3.0,3,4.836281906951478,5.262690188904886,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2009,WD,Normal,12.278397958261774,7.925157512224703,7.581719640125308,5.262690188904886,3.5,1,1,1,0,1,1,1
392,393,20,RL,4.30406509320417,9.028818495352793,Pave,0.0,1.0986122886681098,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,2.0794415416798357,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GasA,3,Y,SBrkr,6.78332520060396,0.0,0.0,6.78332520060396,0.0,0.0,1,0.0,3,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Attchd,1959.0,2.0,1,294,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Shed,7.0909098220799835,7,2007,WD,Normal,11.575909653758895,6.78332520060396,6.78332520060396,0.0,1.0,0,1,0,0,0,0,1
393,394,30,RL,3.970291913552122,8.915566545710645,Pave,0.0,0.6931471805599453,4,4,Corner,3,BrkSide,Feedr,Norm,1Fam,1Story,4,1.791759469228055,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,3.0,5.58724865840025,0.6931471805599453,0.0,6.259581464064923,788,GasA,3,Y,FuseA,6.670766320845874,0.0,0.0,6.670766320845874,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,1.0986122886681098,3.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,Missing,0.0,4,2006,WD,Abnorml,11.51293546492023,7.3632795869630385,6.670766320845874,0.0,1.0,1,0,0,0,1,0,1
394,395,50,RL,4.110873864173311,9.2237500588861,Pave,0.0,0.6931471805599453,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,1.9459101490553132,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.601230118728877,735,GasA,4,Y,FuseA,6.601230118728877,5.703782474656201,0.0,6.942156705699469,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Detchd,1940.0,1.0,1,240,3.0,3.0,3,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2007,WD,Normal,11.599112335481124,7.478734825567875,6.942156705699469,3.6888794541139363,1.0,1,1,1,0,1,0,1
395,396,20,RL,4.23410650459726,9.166597449028265,Pave,0.0,0.6931471805599453,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,1.9459101490553132,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,4.0,6.606650186198215,0.6931471805599453,0.0,6.0063531596017325,1144,GasA,3,Y,SBrkr,7.0431599159883405,0.0,0.0,7.0431599159883405,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,3,1.9459101490553132,8,0.0,0.0,Attchd,1956.0,1.0,1,596,3.0,3.0,3,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2010,WD,Normal,11.767575435251748,7.735870319952567,7.0431599159883405,0.0,2.0,1,1,0,0,0,0,1
396,397,20,RL,4.110873864173311,8.881975184248867,Pave,0.0,0.6931471805599453,1,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,1.791759469228055,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,3.0,6.656726524178391,0.6931471805599453,0.0,4.770684624465665,894,GasA,3,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.9459101490553132,8,0.0,0.0,Detchd,1985.0,2.0,2,600,3.0,3.0,3,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,9,2009,WD,Normal,11.719947764402807,7.489412083508719,6.796823718274855,0.0,1.0,1,1,0,0,0,0,1
397,398,60,RL,4.248495242049359,8.934718614016768,Pave,0.0,0.6931471805599453,4,4,Inside,3,NAmes,PosN,Norm,1Fam,2Story,5,1.791759469228055,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.666426688112432,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,5.0,6.293419278846481,0.6931471805599453,0.0,5.783825182329737,864,GasA,3,Y,SBrkr,6.776506992372183,6.842683282238422,0.0,7.502738210754851,0.0,0.0,2,0.0,4,0.6931471805599453,3,2.1972245773362196,8,0.6931471805599453,3.0,Attchd,1962.0,2.0,1,264,3.0,3.0,3,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2007,WD,Normal,12.040614105490253,7.892452043520352,7.502738210754851,5.1298987149230735,2.0,1,1,1,0,0,0,1
